[2019/06/07 20:59:35][CONFIG][initLogger]  [32mLogging initialized.[0m
[2019/06/07 21:15:32][INFO][getMovieRequest]  Returns the full details of a movie, including all fields from movies, ratings, all genres the movie belongs to, and all actors in the movie.
[2019/06/07 21:15:32][INFO][getMovieRequest]  The query params are: {movieid=[tt0451103]}
[2019/06/07 21:15:32][INFO][getMovieRequest]  Value: [tt0451103]
[2019/06/07 21:15:32][INFO][getMovieRequest]  Email: gmehta1@uci.edu
[2019/06/07 21:15:32][INFO][getMovieRequest]  SessionID: 68d986521b63b9f2613d108ddab41366d6d86c2d4381779b59c829963c6c7a6323a5fa233c2c7d59ce0530126769a911c864f915930401ca0228fadd4e6f5068
[2019/06/07 21:15:32][INFO][getMovieRequest]  TransactionID: dbf9ac1e768c5029ccc02af3cfd3749427919700deaac98f54d21515071443628d4aed806605dc57778c5007ea6b8268af1b3dc1ce145febc6855346c5500320
[2019/06/07 21:15:32][INFO][getMovieRequest]  Verifying session with IDM...
[2019/06/07 21:15:32][INFO][getMovieRequest]  Building client...
[2019/06/07 21:15:32][INFO][getMovieRequest]  Building URI...
[2019/06/07 21:15:32][INFO][getMovieRequest]  Setting path to endpoint...
[2019/06/07 21:15:32][INFO][getMovieRequest]  Building WebTarget...
[2019/06/07 21:15:32][INFO][getMovieRequest]  Starting invocation builder...
[2019/06/07 21:15:32][INFO][getMovieRequest]  Setting payload of the request
[2019/06/07 21:15:32][INFO][getMovieRequest]  Check which values are null: {"email":"gmehta1@uci.edu","sessionID":"68d986521b63b9f2613d108ddab41366d6d86c2d4381779b59c829963c6c7a6323a5fa233c2c7d59ce0530126769a911c864f915930401ca0228fadd4e6f5068"}
[2019/06/07 21:15:32][INFO][verifyModel]  Verifying model format...
[2019/06/07 21:15:32][INFO][verifyModel]  Attempting to deserialize JSON to POJO
[2019/06/07 21:15:32][INFO][verifyModel]  Successfully deserialized JSON to POJO.
[2019/06/07 21:15:32][INFO][verifyModel]  Model has been validated.
[2019/06/07 21:15:32][INFO][getMovieRequest]  Sending request...
[2019/06/07 21:15:32][INFO][getMovieRequest]  Sent!
[2019/06/07 21:15:32][INFO][getMovieRequest]  Reading response into model...
[2019/06/07 21:15:32][INFO][getMovieRequest]  Successfully read into model!
[2019/06/07 21:15:32][INFO][getMovieRequest]  The result code is: 130
[2019/06/07 21:15:32][INFO][getMovieRequest]  The URI is: http://0.0.0.0:5361/api/movies/get/tt0451103
[2019/06/07 21:15:32][INFO][process]  Building client...
[2019/06/07 21:15:32][INFO][process]  Building WebTarget...
[2019/06/07 21:15:32][INFO][process]  Starting invocation builder...
[2019/06/07 21:15:32][INFO][process]  Setting payload of the request
[2019/06/07 21:15:32][INFO][process]  Sending request...
[2019/06/07 21:15:32][INFO][process]  This is a GET request
[2019/06/07 21:15:33][INFO][process]  Sent!
[2019/06/07 21:15:33][INFO][report]  EMAIL: gmehta1@uci.edu
[2019/06/07 21:15:33][INFO][report]  SESSIONID: 68d986521b63b9f2613d108ddab41366d6d86c2d4381779b59c829963c6c7a6323a5fa233c2c7d59ce0530126769a911c864f915930401ca0228fadd4e6f5068
[2019/06/07 21:15:33][INFO][report]  TRANSACTIONID: dbf9ac1e768c5029ccc02af3cfd3749427919700deaac98f54d21515071443628d4aed806605dc57778c5007ea6b8268af1b3dc1ce145febc6855346c5500320
[2019/06/07 21:15:33][INFO][report]  Trying query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT response, httpstatus FROM responses WHERE transactionId = 'dbf9ac1e768c5029ccc02af3cfd3749427919700deaac98f54d21515071443628d4aed806605dc57778c5007ea6b8268af1b3dc1ce145febc6855346c5500320';
[2019/06/07 21:16:18][INFO][searchMovieRequest]  Returns only basic information about the movie from the movies and ratings tables.
[2019/06/07 21:16:18][INFO][searchMovieRequest]  The query params are: {offset=[], year=[], director=[], limit=[], genre=[], title=[A]}
[2019/06/07 21:16:18][INFO][searchMovieRequest]  Email: gmehta1@uci.edu
[2019/06/07 21:16:18][INFO][searchMovieRequest]  SessionID: 68d986521b63b9f2613d108ddab41366d6d86c2d4381779b59c829963c6c7a6323a5fa233c2c7d59ce0530126769a911c864f915930401ca0228fadd4e6f5068
[2019/06/07 21:16:18][INFO][searchMovieRequest]  TransactionID: 96eaf2994dc632741f126a7769191fd27493731ee0630a678191c2cb79a9294fab9e342cc6186b59fd660123103ad689408633b1b1d60395c0be0a02215bbab5
[2019/06/07 21:16:18][INFO][searchMovieRequest]  Verifying session with IDM...
[2019/06/07 21:16:18][INFO][searchMovieRequest]  Building client...
[2019/06/07 21:16:18][INFO][searchMovieRequest]  Building URI...
[2019/06/07 21:16:18][INFO][searchMovieRequest]  Setting path to endpoint...
[2019/06/07 21:16:18][INFO][searchMovieRequest]  Building WebTarget...
[2019/06/07 21:16:18][INFO][searchMovieRequest]  Starting invocation builder...
[2019/06/07 21:16:18][INFO][searchMovieRequest]  Setting payload of the request
[2019/06/07 21:16:18][INFO][searchMovieRequest]  Check which values are null: {"email":"gmehta1@uci.edu","sessionID":"68d986521b63b9f2613d108ddab41366d6d86c2d4381779b59c829963c6c7a6323a5fa233c2c7d59ce0530126769a911c864f915930401ca0228fadd4e6f5068"}
[2019/06/07 21:16:18][INFO][verifyModel]  Verifying model format...
[2019/06/07 21:16:18][INFO][verifyModel]  Attempting to deserialize JSON to POJO
[2019/06/07 21:16:18][INFO][verifyModel]  Successfully deserialized JSON to POJO.
[2019/06/07 21:16:18][INFO][verifyModel]  Model has been validated.
[2019/06/07 21:16:18][INFO][searchMovieRequest]  Sending request...
[2019/06/07 21:16:18][INFO][searchMovieRequest]  Sent!
[2019/06/07 21:16:18][INFO][searchMovieRequest]  Reading response into model...
[2019/06/07 21:16:18][INFO][searchMovieRequest]  Successfully read into model!
[2019/06/07 21:16:18][INFO][searchMovieRequest]  The result code is: 130
[2019/06/07 21:16:18][INFO][process]  Building client...
[2019/06/07 21:16:18][INFO][process]  Building WebTarget...
[2019/06/07 21:16:18][INFO][process]  Adding query parameter: offset, value: []
[2019/06/07 21:16:18][INFO][process]  Adding query parameter: year, value: []
[2019/06/07 21:16:18][INFO][process]  Adding query parameter: director, value: []
[2019/06/07 21:16:18][INFO][process]  Adding query parameter: limit, value: []
[2019/06/07 21:16:18][INFO][process]  Adding query parameter: genre, value: []
[2019/06/07 21:16:18][INFO][process]  Adding query parameter: title, value: [A]
[2019/06/07 21:16:18][INFO][process]  Starting invocation builder...
[2019/06/07 21:16:18][INFO][process]  Setting payload of the request
[2019/06/07 21:16:18][INFO][process]  Sending request...
[2019/06/07 21:16:18][INFO][process]  This is a GET request
[2019/06/07 21:16:18][INFO][process]  Sent!
[2019/06/07 21:16:19][INFO][report]  EMAIL: gmehta1@uci.edu
[2019/06/07 21:16:19][INFO][report]  SESSIONID: 68d986521b63b9f2613d108ddab41366d6d86c2d4381779b59c829963c6c7a6323a5fa233c2c7d59ce0530126769a911c864f915930401ca0228fadd4e6f5068
[2019/06/07 21:16:19][INFO][report]  TRANSACTIONID: 96eaf2994dc632741f126a7769191fd27493731ee0630a678191c2cb79a9294fab9e342cc6186b59fd660123103ad689408633b1b1d60395c0be0a02215bbab5
[2019/06/07 21:16:19][INFO][report]  Trying query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT response, httpstatus FROM responses WHERE transactionId = '96eaf2994dc632741f126a7769191fd27493731ee0630a678191c2cb79a9294fab9e342cc6186b59fd660123103ad689408633b1b1d60395c0be0a02215bbab5';
[2019/06/07 21:16:21][INFO][getMovieRequest]  Returns the full details of a movie, including all fields from movies, ratings, all genres the movie belongs to, and all actors in the movie.
[2019/06/07 21:16:21][INFO][getMovieRequest]  The query params are: {movieid=[tt0395642]}
[2019/06/07 21:16:21][INFO][getMovieRequest]  Value: [tt0395642]
[2019/06/07 21:16:21][INFO][getMovieRequest]  Email: gmehta1@uci.edu
[2019/06/07 21:16:21][INFO][getMovieRequest]  SessionID: 68d986521b63b9f2613d108ddab41366d6d86c2d4381779b59c829963c6c7a6323a5fa233c2c7d59ce0530126769a911c864f915930401ca0228fadd4e6f5068
[2019/06/07 21:16:21][INFO][getMovieRequest]  TransactionID: cfb5b735ecdafdc2b634b1cb8bd793db423183304bc8a91e6b83ae782b91a8d7d34547d55c9489cc0bf69582cf46e6056119aa03ad7a298623202357bdd09d2e
[2019/06/07 21:16:21][INFO][getMovieRequest]  Verifying session with IDM...
[2019/06/07 21:16:21][INFO][getMovieRequest]  Building client...
[2019/06/07 21:16:21][INFO][getMovieRequest]  Building URI...
[2019/06/07 21:16:21][INFO][getMovieRequest]  Setting path to endpoint...
[2019/06/07 21:16:21][INFO][getMovieRequest]  Building WebTarget...
[2019/06/07 21:16:21][INFO][getMovieRequest]  Starting invocation builder...
[2019/06/07 21:16:21][INFO][getMovieRequest]  Setting payload of the request
[2019/06/07 21:16:21][INFO][getMovieRequest]  Check which values are null: {"email":"gmehta1@uci.edu","sessionID":"68d986521b63b9f2613d108ddab41366d6d86c2d4381779b59c829963c6c7a6323a5fa233c2c7d59ce0530126769a911c864f915930401ca0228fadd4e6f5068"}
[2019/06/07 21:16:21][INFO][verifyModel]  Verifying model format...
[2019/06/07 21:16:21][INFO][verifyModel]  Attempting to deserialize JSON to POJO
[2019/06/07 21:16:21][INFO][verifyModel]  Successfully deserialized JSON to POJO.
[2019/06/07 21:16:21][INFO][verifyModel]  Model has been validated.
[2019/06/07 21:16:21][INFO][getMovieRequest]  Sending request...
[2019/06/07 21:16:22][INFO][getMovieRequest]  Sent!
[2019/06/07 21:16:22][INFO][getMovieRequest]  Reading response into model...
[2019/06/07 21:16:22][INFO][getMovieRequest]  Successfully read into model!
[2019/06/07 21:16:22][INFO][getMovieRequest]  The result code is: 130
[2019/06/07 21:16:22][INFO][getMovieRequest]  The URI is: http://0.0.0.0:5361/api/movies/get/tt0395642
[2019/06/07 21:16:22][INFO][process]  Building client...
[2019/06/07 21:16:22][INFO][process]  Building WebTarget...
[2019/06/07 21:16:22][INFO][process]  Starting invocation builder...
[2019/06/07 21:16:22][INFO][process]  Setting payload of the request
[2019/06/07 21:16:22][INFO][process]  Sending request...
[2019/06/07 21:16:22][INFO][process]  This is a GET request
[2019/06/07 21:16:22][INFO][process]  Sent!
[2019/06/07 21:16:22][INFO][report]  EMAIL: gmehta1@uci.edu
[2019/06/07 21:16:22][INFO][report]  SESSIONID: 68d986521b63b9f2613d108ddab41366d6d86c2d4381779b59c829963c6c7a6323a5fa233c2c7d59ce0530126769a911c864f915930401ca0228fadd4e6f5068
[2019/06/07 21:16:22][INFO][report]  TRANSACTIONID: cfb5b735ecdafdc2b634b1cb8bd793db423183304bc8a91e6b83ae782b91a8d7d34547d55c9489cc0bf69582cf46e6056119aa03ad7a298623202357bdd09d2e
[2019/06/07 21:16:22][INFO][report]  Trying query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT response, httpstatus FROM responses WHERE transactionId = 'cfb5b735ecdafdc2b634b1cb8bd793db423183304bc8a91e6b83ae782b91a8d7d34547d55c9489cc0bf69582cf46e6056119aa03ad7a298623202357bdd09d2e';
[2019/06/07 21:16:33][INFO][searchMovieRequest]  Returns only basic information about the movie from the movies and ratings tables.
[2019/06/07 21:16:33][INFO][searchMovieRequest]  The query params are: {offset=[], limit=[], genre=[A]}
[2019/06/07 21:16:33][INFO][searchMovieRequest]  Email: gmehta1@uci.edu
[2019/06/07 21:16:33][INFO][searchMovieRequest]  SessionID: 68d986521b63b9f2613d108ddab41366d6d86c2d4381779b59c829963c6c7a6323a5fa233c2c7d59ce0530126769a911c864f915930401ca0228fadd4e6f5068
[2019/06/07 21:16:33][INFO][searchMovieRequest]  TransactionID: 7f381d8b059306eb260d42502397bd96f072d7dcfc3f5b3052514a735c70c95b04bd2869ba224a8d8bcba54f313496564ed7dc849f63416f62866c76cbaa6538
[2019/06/07 21:16:33][INFO][searchMovieRequest]  Verifying session with IDM...
[2019/06/07 21:16:33][INFO][searchMovieRequest]  Building client...
[2019/06/07 21:16:33][INFO][searchMovieRequest]  Building URI...
[2019/06/07 21:16:33][INFO][searchMovieRequest]  Setting path to endpoint...
[2019/06/07 21:16:33][INFO][searchMovieRequest]  Building WebTarget...
[2019/06/07 21:16:33][INFO][searchMovieRequest]  Starting invocation builder...
[2019/06/07 21:16:33][INFO][searchMovieRequest]  Setting payload of the request
[2019/06/07 21:16:33][INFO][searchMovieRequest]  Check which values are null: {"email":"gmehta1@uci.edu","sessionID":"68d986521b63b9f2613d108ddab41366d6d86c2d4381779b59c829963c6c7a6323a5fa233c2c7d59ce0530126769a911c864f915930401ca0228fadd4e6f5068"}
[2019/06/07 21:16:33][INFO][verifyModel]  Verifying model format...
[2019/06/07 21:16:33][INFO][verifyModel]  Attempting to deserialize JSON to POJO
[2019/06/07 21:16:33][INFO][verifyModel]  Successfully deserialized JSON to POJO.
[2019/06/07 21:16:33][INFO][verifyModel]  Model has been validated.
[2019/06/07 21:16:33][INFO][searchMovieRequest]  Sending request...
[2019/06/07 21:16:33][INFO][searchMovieRequest]  Sent!
[2019/06/07 21:16:33][INFO][searchMovieRequest]  Reading response into model...
[2019/06/07 21:16:33][INFO][searchMovieRequest]  Successfully read into model!
[2019/06/07 21:16:33][INFO][searchMovieRequest]  The result code is: 130
[2019/06/07 21:16:33][INFO][process]  Building client...
[2019/06/07 21:16:33][INFO][process]  Building WebTarget...
[2019/06/07 21:16:33][INFO][process]  Adding query parameter: offset, value: []
[2019/06/07 21:16:33][INFO][process]  Adding query parameter: limit, value: []
[2019/06/07 21:16:33][INFO][process]  Adding query parameter: genre, value: [A]
[2019/06/07 21:16:33][INFO][process]  Starting invocation builder...
[2019/06/07 21:16:33][INFO][process]  Setting payload of the request
[2019/06/07 21:16:33][INFO][process]  Sending request...
[2019/06/07 21:16:33][INFO][process]  This is a GET request
[2019/06/07 21:16:33][INFO][process]  Sent!
[2019/06/07 21:16:33][INFO][report]  EMAIL: gmehta1@uci.edu
[2019/06/07 21:16:33][INFO][report]  SESSIONID: 68d986521b63b9f2613d108ddab41366d6d86c2d4381779b59c829963c6c7a6323a5fa233c2c7d59ce0530126769a911c864f915930401ca0228fadd4e6f5068
[2019/06/07 21:16:33][INFO][report]  TRANSACTIONID: 7f381d8b059306eb260d42502397bd96f072d7dcfc3f5b3052514a735c70c95b04bd2869ba224a8d8bcba54f313496564ed7dc849f63416f62866c76cbaa6538
[2019/06/07 21:16:33][INFO][report]  Trying query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT response, httpstatus FROM responses WHERE transactionId = '7f381d8b059306eb260d42502397bd96f072d7dcfc3f5b3052514a735c70c95b04bd2869ba224a8d8bcba54f313496564ed7dc849f63416f62866c76cbaa6538';
[2019/06/07 21:16:57][INFO][getMovieRequest]  Returns the full details of a movie, including all fields from movies, ratings, all genres the movie belongs to, and all actors in the movie.
[2019/06/07 21:16:57][INFO][getMovieRequest]  The query params are: {movieid=[tt0395642]}
[2019/06/07 21:16:57][INFO][getMovieRequest]  Value: [tt0395642]
[2019/06/07 21:16:57][INFO][getMovieRequest]  Email: gmehta1@uci.edu
[2019/06/07 21:16:57][INFO][getMovieRequest]  SessionID: 68d986521b63b9f2613d108ddab41366d6d86c2d4381779b59c829963c6c7a6323a5fa233c2c7d59ce0530126769a911c864f915930401ca0228fadd4e6f5068
[2019/06/07 21:16:57][INFO][getMovieRequest]  TransactionID: 6d4250c40f32337e36548c2b2a526dea18c3dd67941ae5e7f9a509f759d2cd1af6da10e3d4357857b90475f46c6333a4450884a32f37bfda4056728a09b4e5ce
[2019/06/07 21:16:57][INFO][getMovieRequest]  Verifying session with IDM...
[2019/06/07 21:16:57][INFO][getMovieRequest]  Building client...
[2019/06/07 21:16:57][INFO][getMovieRequest]  Building URI...
[2019/06/07 21:16:57][INFO][getMovieRequest]  Setting path to endpoint...
[2019/06/07 21:16:57][INFO][getMovieRequest]  Building WebTarget...
[2019/06/07 21:16:57][INFO][getMovieRequest]  Starting invocation builder...
[2019/06/07 21:16:57][INFO][getMovieRequest]  Setting payload of the request
[2019/06/07 21:16:57][INFO][getMovieRequest]  Check which values are null: {"email":"gmehta1@uci.edu","sessionID":"68d986521b63b9f2613d108ddab41366d6d86c2d4381779b59c829963c6c7a6323a5fa233c2c7d59ce0530126769a911c864f915930401ca0228fadd4e6f5068"}
[2019/06/07 21:16:57][INFO][verifyModel]  Verifying model format...
[2019/06/07 21:16:57][INFO][verifyModel]  Attempting to deserialize JSON to POJO
[2019/06/07 21:16:57][INFO][verifyModel]  Successfully deserialized JSON to POJO.
[2019/06/07 21:16:57][INFO][verifyModel]  Model has been validated.
[2019/06/07 21:16:57][INFO][getMovieRequest]  Sending request...
[2019/06/07 21:16:57][INFO][getMovieRequest]  Sent!
[2019/06/07 21:16:57][INFO][getMovieRequest]  Reading response into model...
[2019/06/07 21:16:57][INFO][getMovieRequest]  Successfully read into model!
[2019/06/07 21:16:57][INFO][getMovieRequest]  The result code is: 130
[2019/06/07 21:16:57][INFO][getMovieRequest]  The URI is: http://0.0.0.0:5361/api/movies/get/tt0395642
[2019/06/07 21:16:57][INFO][process]  Building client...
[2019/06/07 21:16:57][INFO][process]  Building WebTarget...
[2019/06/07 21:16:57][INFO][process]  Starting invocation builder...
[2019/06/07 21:16:57][INFO][process]  Setting payload of the request
[2019/06/07 21:16:57][INFO][process]  Sending request...
[2019/06/07 21:16:57][INFO][process]  This is a GET request
[2019/06/07 21:16:57][INFO][process]  Sent!
[2019/06/07 21:16:58][INFO][report]  EMAIL: gmehta1@uci.edu
[2019/06/07 21:16:58][INFO][report]  SESSIONID: 68d986521b63b9f2613d108ddab41366d6d86c2d4381779b59c829963c6c7a6323a5fa233c2c7d59ce0530126769a911c864f915930401ca0228fadd4e6f5068
[2019/06/07 21:16:58][INFO][report]  TRANSACTIONID: 6d4250c40f32337e36548c2b2a526dea18c3dd67941ae5e7f9a509f759d2cd1af6da10e3d4357857b90475f46c6333a4450884a32f37bfda4056728a09b4e5ce
[2019/06/07 21:16:58][INFO][report]  Trying query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT response, httpstatus FROM responses WHERE transactionId = '6d4250c40f32337e36548c2b2a526dea18c3dd67941ae5e7f9a509f759d2cd1af6da10e3d4357857b90475f46c6333a4450884a32f37bfda4056728a09b4e5ce';
[2019/06/07 21:17:07][INFO][searchMovieRequest]  Returns only basic information about the movie from the movies and ratings tables.
[2019/06/07 21:17:07][INFO][searchMovieRequest]  The query params are: {offset=[], limit=[], genre=[A]}
[2019/06/07 21:17:07][INFO][searchMovieRequest]  Email: gmehta1@uci.edu
[2019/06/07 21:17:07][INFO][searchMovieRequest]  SessionID: 68d986521b63b9f2613d108ddab41366d6d86c2d4381779b59c829963c6c7a6323a5fa233c2c7d59ce0530126769a911c864f915930401ca0228fadd4e6f5068
[2019/06/07 21:17:07][INFO][searchMovieRequest]  TransactionID: 5d17dab2b22b3a63741a7f621764b92f76af682451a05e7deaba1295e991a8bbc52336140a72a71c3dbf978be69d7e0c552064455a6f5d24fd75686ffbae56ba
[2019/06/07 21:17:07][INFO][searchMovieRequest]  Verifying session with IDM...
[2019/06/07 21:17:07][INFO][searchMovieRequest]  Building client...
[2019/06/07 21:17:07][INFO][searchMovieRequest]  Building URI...
[2019/06/07 21:17:07][INFO][searchMovieRequest]  Setting path to endpoint...
[2019/06/07 21:17:07][INFO][searchMovieRequest]  Building WebTarget...
[2019/06/07 21:17:07][INFO][searchMovieRequest]  Starting invocation builder...
[2019/06/07 21:17:07][INFO][searchMovieRequest]  Setting payload of the request
[2019/06/07 21:17:07][INFO][searchMovieRequest]  Check which values are null: {"email":"gmehta1@uci.edu","sessionID":"68d986521b63b9f2613d108ddab41366d6d86c2d4381779b59c829963c6c7a6323a5fa233c2c7d59ce0530126769a911c864f915930401ca0228fadd4e6f5068"}
[2019/06/07 21:17:07][INFO][verifyModel]  Verifying model format...
[2019/06/07 21:17:07][INFO][verifyModel]  Attempting to deserialize JSON to POJO
[2019/06/07 21:17:07][INFO][verifyModel]  Successfully deserialized JSON to POJO.
[2019/06/07 21:17:07][INFO][verifyModel]  Model has been validated.
[2019/06/07 21:17:07][INFO][searchMovieRequest]  Sending request...
[2019/06/07 21:17:07][INFO][searchMovieRequest]  Sent!
[2019/06/07 21:17:07][INFO][searchMovieRequest]  Reading response into model...
[2019/06/07 21:17:07][INFO][searchMovieRequest]  Successfully read into model!
[2019/06/07 21:17:07][INFO][searchMovieRequest]  The result code is: 130
[2019/06/07 21:17:07][INFO][process]  Building client...
[2019/06/07 21:17:07][INFO][process]  Building WebTarget...
[2019/06/07 21:17:07][INFO][process]  Adding query parameter: offset, value: []
[2019/06/07 21:17:07][INFO][process]  Adding query parameter: limit, value: []
[2019/06/07 21:17:07][INFO][process]  Adding query parameter: genre, value: [A]
[2019/06/07 21:17:07][INFO][process]  Starting invocation builder...
[2019/06/07 21:17:07][INFO][process]  Setting payload of the request
[2019/06/07 21:17:07][INFO][process]  Sending request...
[2019/06/07 21:17:07][INFO][process]  This is a GET request
[2019/06/07 21:17:08][INFO][process]  Sent!
[2019/06/07 21:17:08][INFO][report]  EMAIL: gmehta1@uci.edu
[2019/06/07 21:17:08][INFO][report]  SESSIONID: 68d986521b63b9f2613d108ddab41366d6d86c2d4381779b59c829963c6c7a6323a5fa233c2c7d59ce0530126769a911c864f915930401ca0228fadd4e6f5068
[2019/06/07 21:17:08][INFO][report]  TRANSACTIONID: 5d17dab2b22b3a63741a7f621764b92f76af682451a05e7deaba1295e991a8bbc52336140a72a71c3dbf978be69d7e0c552064455a6f5d24fd75686ffbae56ba
[2019/06/07 21:17:08][INFO][report]  Trying query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT response, httpstatus FROM responses WHERE transactionId = '5d17dab2b22b3a63741a7f621764b92f76af682451a05e7deaba1295e991a8bbc52336140a72a71c3dbf978be69d7e0c552064455a6f5d24fd75686ffbae56ba';
